Name	Set	Imagefile	Number	Type	Affiliation	Offense	Cost	Ilustrador	Skills	Bloque	Edicion	Rework
Deidades Egipcias	coleccion_racial_2021_eterno	12	48	Oro				MYL	Sólo puedes activar un Deidades Egipcias por turno. En tu Vigilia y si controlas Aliados de Raza Eterno, puedes desterrar a Deidades Egipcias de tu Reserva para barajar 2 cartas de tu Destierro en tu Mazo Castillo.	Primer Bloque	Dominios de Ra	
Neferite I	coleccion_racial_2021_faraon	1	49	Aliado	Faraon	2	3	WALDO RETAMALES	Única. En tu Fase de Vigilia, sólo una vez por turno, puedes desterrar tantas cartas de tu Cementerio como coste tenga una carta en juego para desterrarla.	Primer Bloque	Dominios de Ra	
Sehetepibre	coleccion_racial_2021_faraon	2	50	Aliado	Faraon	4	2	JUAN VÁSQUEZ	Si Sehetepibre es declarado atacante, no puedes declarar otros Aliados atacantes. En respuesta a la Asignación de Daño puedes destruir a Sehetepibre para que tu oponente bote tantas cartas de su Mazo Castillo como fuerza tenga esté Aliado.	Primer Bloque	Dominios de Ra	
Tamis	coleccion_racial_2021_faraon	3	51	Aliado	Faraon	2	1	MAURICIO HERRERA	Si Tamis es declarado atacante, gana 2 a la fuerza. Si hace daño al Mazo Castillo oponente, tú recibes el mismo daño.	Primer Bloque	Dominios de Ra	
Dario el Grande	coleccion_racial_2021_faraon	4	52	Aliado	Faraon	3	2	MAURICIO HERRERA	Imbloqueable. Puede atacar el turno que entra en juego. En la Fase Final debes subir a Dario el Grande a tu Mano.	Primer Bloque	Dominios de Ra	
Ahmosis el de Fuego	coleccion_racial_2021_faraon	5	53	Aliado	Faraon	2	3	MAURICIO HERRERA	Mientras Ahmosis el de Fuego esté en tu Línea de Defensa, tus Aliados ganan 1 a la fuerza. En respuesta a que sea afectado por una Habilidad oponente, puedes pagar 2 Oros para anular esa Habilidad y subir esta carta a tu Mano.	Primer Bloque	Dominios de Ra	
Guerreros Egipcios	coleccion_racial_2021_faraon	6	54	Aliado	Faraon	1	1	CHAMÁN	Si Guerreros Egipcios es declarado atacante o bloqueador, solo una vez por turno, puedes botar la carta superior de tu Mazo Castillo para que gane 2 a la fuerza hasta la Fase Final.	Primer Bloque	Dominios de Ra	
Seti	coleccion_racial_2021_faraon	7	55	Aliado	Faraon	2	2	MAURICIO HERRERA	Mientras Seti esté en juego, en tu Fase de Vigilia, puedes pagar 1 Oro para que tu oponente bote I carta de su Mazo Castillo, con un maximo de 4 Oros por turno.	Primer Bloque	Dominios de Ra	
Visir	coleccion_racial_2021_faraon	8	56	Aliado	Faraon	1	2	PABLO SANTANDER	Cuando Visir entra en juego, puedes barajar uno de tus Aliados de Raza Faraón para robar 2 cartas.	Primer Bloque	Dominios de Ra	
Amyrteos	coleccion_racial_2021_faraon	9	57	Aliado	Faraon	1	2	MAURICIO HERRERA	Si Amyrteos sale del juego, puedes buscar un Oro en tu Mazo Castillo y ponerlo en juego.	Primer Bloque	Dominios de Ra	
Teti I	coleccion_racial_2021_faraon	10	58	Aliado	Faraon	2	2	JUAN ESTEBAN DEL PINO	Cuando Teti I entra en juego, tu oponente bota 2 cartas de su Mazo Castillo. Si boto un Aliado, tu oponente bota una carta adicional.	Primer Bloque	Dominios de Ra	
Amenofis III	coleccion_racial_2021_faraon	11	59	Aliado	Faraon	2	3	NITROX	Cuando Amenofis III entra en juego, puedes mostrar un Oro de tu Mano para desterrar un Arma o Tótem en juego. Luego, roba una carta.	Primer Bloque	Dominios de Ra	
Grandes Faraones	coleccion_racial_2021_faraon	12	60	Oro				MYL	Solo puedes activar un Grandes Faraones por turno. Puedes pagar a Grandes Faraones para que todos los jugadores boten una carta de su Mazo Castillo. Si no controlas Aliados de Raza Faraón, bota una carta adicional.	Primer Bloque	Dominios de Ra	
Haquika	coleccion_racial_2021_sacerdote	1	61	Aliado	Sacerdote	2	3	CAROLINA EADE	Indestructible. Cuando Haquika entra en juego, puedes elegir un Aliado oponente y ponerlo en tu Línea de Defensa. Si Haquika sale del juego, el Aliado vuelve a la Línea de Defensa oponente.	Primer Bloque	Dominios de Ra	
Qer-Her	coleccion_racial_2021_sacerdote	2	62	Aliado	Sacerdote	2	3	CHAMÁN	Puedes destruir a Qer-Her para subir a la Mano un Aliado oponente. En tu Fase de Vigilia, si Quer-Her esta en tu Cementerio, puedes pagar 3 Oros para ponerlo en juego sin pagar su coste.	Primer Bloque	Dominios de Ra	
Nuh	coleccion_racial_2021_sacerdote	3	63	Aliado	Sacerdote	2	3	MACA SAINZ	En tu Fase de Vigilia, sólo una vez por turno, puedes buscar un Arma en tu Mazo Castillo o Cementerio y ponerla en un Aliado que esté en tu Línea de Defensa sin pagar su coste.	Primer Bloque	Dominios de Ra	
Takelot	coleccion_racial_2021_sacerdote	4	64	Aliado	Sacerdote	2	3	CAROLINA EADE	Cuando Takelot entra en juego, nombra una carta para que ésta y todas sus copias pierdan su Habilidad mientras Takelot esté en juego. En respuesta a que Takelot sea destruido o desterrado por una Habilidad oponente, puedes pagar 2 Oros para prevenirlo.	Primer Bloque	Dominios de Ra	
Oseye	coleccion_racial_2021_sacerdote	5	65	Aliado	Sacerdote	3	2	WALDO RETAMALES	Oseye no puede ser anulado. Puede atacar el turno que entra en juego. Puedes pagar el coste de Oseye para prevenir que sea destruido o desterrado y subirlo a tu Mano.	Primer Bloque	Dominios de Ra	
Bahiti	coleccion_racial_2021_sacerdote	6	66	Aliado	Sacerdote	2	4	MAURICIO HERRERA	En tu Fase de Vigilia, sólo una vez por turno, puedes descartar una carta para buscar una carta del mismo tipo en tu Mazo Castillo o Cementerio y ponerla en tu Mano.	Primer Bloque	Dominios de Ra	
Suma	coleccion_racial_2021_sacerdote	7	67	Aliado	Sacerdote	2	3	WALDO RETAMALES	Mientras Suma esté en juego, tus Aliados de Raza Sacerdote ganan 1 a la fuerza. En respuesta a declarar tu bloqueo, tus demás Aliados de Raza Sacerdote ganan 2 a la fuerza.	Primer Bloque	Dominios de Ra	
Bennu	coleccion_racial_2021_sacerdote	8	68	Aliado	Sacerdote	2	3	ANDRÉS SILVA	En tu Fase de Vigilia, puedes destruir a Bennu para tomar un Aliado de Raza Sacerdote de coste 3 o menos de tu Cementerio y ponerlo en juego sin pagar su coste.	Primer Bloque	Dominios de Ra	
Olabisi	coleccion_racial_2021_sacerdote	9	69	Aliado	Sacerdote	4	2	CARLOS HERRERA	Olabisi no puede ser declarado atacante. En respuesta a la Fase de Asignación de Daño, destruye a Olabisi para barajar 4 cartas.	Primer Bloque	Dominios de Ra	
Anjesenamon	coleccion_racial_2021_sacerdote	10	70	Aliado	Sacerdote	4	4	JUAN VÁSQUEZ	Cuando Anjesenamon entra en juego tu oponente bota tantas cartas de su Mazo Castillo como Aliados de Raza Sacerdote controles.	Primer Bloque	Dominios de Ra	
Pinedyem I	coleccion_racial_2021_sacerdote	11	71	Aliado	Sacerdote	5	5	PABLO SANTANDER	Cuando Pinedyem I entra en juego, busca 2 Aliados de Raza Sacerdote en tu Mazo y ponlos en tu Mano. Cuando Pinedyem I salga del juego, puedes robar 2 cartas.	Primer Bloque	Dominios de Ra	
Rito de Aton	coleccion_racial_2021_sacerdote	12	72	Oro				MYL	Solo puedes activar un Rito de Atón por turno. Puedes desterrar a Rito de Atón de tu Reserva y descartar una carta de tu Mano para buscar una carta de coste 3 o más en tu Cementerio y ponerla en tu Mano.	Primer Bloque	Dominios de Ra	
La Serpiente Negra	coleccion_racial_2021_sombra	1	25	Aliado	Sombra	2	4	MAURICIO HERRERA	Mientras La Serpiente Negra esté en juego, en tu Fase de Vigilia, sólo una vez por turno, puedes barajar 1 carta de tu Mano para buscar 2 cartas en el Mazo Castillo oponente y desterrarlas. Carta Única e Indestructible.	Primer Bloque	Hijos de Daana	
Kobold	coleccion_racial_2021_sombra	2	26	Aliado	Sombra	3	0	CAROLINA EADE	Para que Kobold entre en juego debes botar 3 cartas del Mazo Castillo.	Primer Bloque	Hijos de Daana	
Gruagash	coleccion_racial_2021_sombra	3	27	Aliado	Sombra	2	5	WALDO RETAMALES	Cuando Gruagash entra en juego, todos los demás Aliados pierden su habilidad y son barajados.	Primer Bloque	Hijos de Daana	
Sonriente	coleccion_racial_2021_sombra	4	28	Aliado	Sombra	2	3	MAURICIO HERRERA	Cuando Sonriente entra en juego, puedes robar 4 cartas. Mientras Sonriente esté en juego, en cada Fase de Agrupación debes descartar 1 carta o botar 3.	Primer Bloque	Hijos de Daana	
Oengus	coleccion_racial_2021_sombra	5	29	Aliado	Sombra	1	2	GABRIEL RODRÍGUEZ	En Guerra de Talismanes, puedes Destruir a Oengus para que tu oponente Bote 2 cartas de su Mazo Castillo. En tu Fase de Vigilia, si Oengus está en tu Cementerio, puedes pagar 2 Oros para ponerlo en juego sin pagar su coste.	Primer Bloque	Hijos de Daana	
Bocan	coleccion_racial_2021_sombra	6	30	Aliado	Sombra	1	2	MAURICIO HERRERA	Mientras Bocan esté en juego, en tu Fase de Vigilia, sólo una vez por turno, si todos tus Aliados son de Raza Sombra, tu oponente bota 2 cartas.	Primer Bloque	Hijos de Daana	
Wyrm Abismal	coleccion_racial_2021_sombra	7	31	Aliado	Sombra	4	4	MAURICIO HERRERA	Mientras Wyrm Abismal esté en juego, en respuesta a que uno de tus Aliados de Raza Sombra sea destruido, tu oponente debe destruir uno de sus Aliados a su elección.	Primer Bloque	Hijos de Daana	
Bridei	coleccion_racial_2021_sombra	8	32	Aliado	Sombra	3	3	CAROLINA EADE	Si Bridei sale del juego, tu oponente destruye uno de sus Aliados.	Primer Bloque	Hijos de Daana	
Kurick, el Picto	coleccion_racial_2021_sombra	9	33	Aliado	Sombra	5	2	MAURICIO HERRERA	Para que Kurick, el Picto entre en juego, debes destruir 2 Oros.	Primer Bloque	Hijos de Daana	
Elatha	coleccion_racial_2021_sombra	10	34	Aliado	Sombra	2	2	JUAN ESTEBAN DEL PINO	Cuando Elatha entra en juego, puedes destruir un Aliado que controles para desterrar la carta superior del Mazo Castillo oponente. Si Elatha es destruido, puedes barajar un Aliado de tu Cementerio en tu Mazo Castillo.	Primer Bloque	Hijos de Daana	
Caoranach	coleccion_racial_2021_sombra	11	35	Aliado	Sombra	2	3	GENZO	En tu Vigilia y una vez por turno, puedes destruir un Aliado de Raza Sombra que controles para barajar 2 cartas de tu Cementerio en tu Mazo Castillo. En tu Vigilia, si Caoránach está en tu Cementerio, puedes pagar 4 oros para jugarlo sin pagar su coste.	Primer Bloque	Hijos de Daana	
Horda Fomore	coleccion_racial_2021_sombra	12	36	Oro				MYL	Si Horda Fomore esta en tu Cementerio puedes desterrar un Aliado de Raza Sombra de tu Cementerio para poner a Horda Fomore en tu Mano.	Primer Bloque	Hijos de Daana	
Herrero	lootbox_retro_2021	1	1	Oro				JUAN VÁSQUEZ	En tu Fase de Vigilia, Herrero genera 2 Oros para jugar Armas. Si pierde la habilidad es destruido.	Primer Bloque	Espada Sagrada	
Mercaderes	lootbox_retro_2021	2	2	Oro				MAURICIO HERRERA	En respuesta a un ataque oponente, mueve Mercaderes a la Línea de Defensa y considéralo como un Aliado bloqueador de fuerza 3. Al finalizar el turno, destrúyelo.	Primer Bloque	Espada Sagrada	
Ojo Udyat	lootbox_retro_2021	3	3	Oro				MAURICIO HERRERA	En respuesta a que tu oponente juegue una carta, si Ojo Udyat está en tu Reserva de Oro, puedes desterrarlo para buscar una carta de Tótem o de Orbe en tu Mazo Castillo y ponerlo en juego pagando su coste.	Primer Bloque	Dominios de Ra	
La Traicion de MacAlpin	lootbox_retro_2021	4	4	Talisman			1	WALDO RETAMALES	En respuesta a que uno de tus Aliados salga del juego, juega La Traición de MacAlpin para salvarlo.	Primer Bloque	Hijos de Daana	
Capa de Invisibilidad	lootbox_retro_2021	5	5	Talisman			2	MAURICIO HERRERA	En respuesta a que tu oponente baje una carta, ésta es barajada en su Mazo Castillo. Esta habilidad no afecta a los Oros.	Primer Bloque	Espada Sagrada	
Guiza	lootbox_retro_2021	6	6	Totem			5	MAURICIO HERRERA	Cuando Guiza entra en juego, todos los Aliados pierden su Habilidad y son barajados. Mientras esté en juego, no se pueden jugar Aliados. En su Fase de Vigilia, cualquier jugador puede pagar 3 Oros para que uno de sus Tótem se considere un Aliado con fuerza igual a su coste hasta la Fase Final. Carta Única.	Primer Bloque	Dominios de Ra	
Dragon Dorado	lootbox_retro_2021	7	7	Talisman			0	CHAMÁN	Dragón Dorado puede ser jugado en cualquier momento para anular una carta. Carta Única.	Primer Bloque	Espada Sagrada	
Fe sin Limite	lootbox_retro_2021	8	8	Talisman			1	ANDRÉS SILVA	Fe sin Límites puede ser jugada, en cualquier momento, para anular un Talismán.	Primer Bloque	Espada Sagrada	
Red de Plata	lootbox_retro_2021	9	9	Talisman			2	MAURICIO HERRERA	Juega Red de Plata para anular un Aliado que esté entrando en juego.	Primer Bloque	Hijos de Daana	
Aceite de Oliva	toolkit_2022_capa_de_invisibilidad	1	1	Oro				JUAN VÁSQUEZ	En tu Fase de Vigilia, si Aceite de Oliva esta en tu reserva, puedes desterrarlo para buscar un Oro en tu Mazo Castillo y ponerlo en juego.	Primer Bloque	Helenica	
Relampago Arcano	toolkit_2022_capa_de_invisibilidad	2	2	Talisman			1	PABLO SANTANDER	Única. Redirige un efecto oponente que afecte a una carta que controles que no sea Oro. Luego, tu oponente bota tantas cartas como coste tenga el nuevo objetivo.	Primer Bloque	Dominios de Ra	
Fe sin Limite	toolkit_2022_capa_de_invisibilidad	3	3	Talisman			1	NITROX	Anula un Talismán.	Primer Bloque	Espada Sagrada	
Juramento Feerico	toolkit_2022_capa_de_invisibilidad	4	4	Talisman			2	WALDO RETAMALES	Busca un Arma en tu Mazo Castillo o Cementerio y juégala en un Aliado que controles reduciendo su coste en 1 Oro. El Aliado portador puede ser declarado atacante esté turno.	Primer Bloque	Espada Sagrada	
Traicion de Seth	toolkit_2022_capa_de_invisibilidad	5	5	Talisman			2	JUAN VÁSQUEZ	Puedes jugar Traicion de Seth desde tu Cementerio, si lo haces destiérralo. Destierra una carta del Cementerio oponente: o baraja una carta de tu Cementerio en tu Mazo Castillo; o tu oponente bota una carta. Luego, roba una carta de tu Mazo Castillo.	Primer Bloque	Dominios de Ra	
Espada Larga	toolkit_2022_capa_de_invisibilidad	6	6	Arma			2	MAURICIO HERRERA	Cuando Espada Larga entra en juego, roba dos cartas de tu Mazo Castillo. El portador de Espada Larga gana 1 a la fuerza.	Primer Bloque	Espada Sagrada	1
Avalon	toolkit_2022_capa_de_invisibilidad	7	7	Totem			4	ROGER TAPIA	En tu Fase de Vigilia, sólo una vez por turno, puedes robar tantas cartas como Aliados tengas en juego.	Primer Bloque	Hijos de Daana	
Hacha de Batalla	toolkit_2022_capa_de_invisibilidad	8	8	Arma			3	MAURICIO HERRERA	El portador de Hacha de Batalla gana 2 a la fuerza. En tu Fase Final, puedes robar una carta.	Primer Bloque	Espada Sagrada	
Raza de Pigmeos	toolkit_2022_capa_de_invisibilidad	9	9	Talisman			1	MAURICIO HERRERA	Anula un Totem.	Primer Bloque	Helenica	
Golpear la Raiz	toolkit_2022_capa_de_invisibilidad	10	10	Talisman			2	WALDO RETAMALES	Tu oponente bota dos cartas de su Mazo Castillo. Luego, roba una carta de tu Mazo Castillo.	Primer Bloque	Hijos de Daana	1
Bola de Fuego	toolkit_2022_capa_de_invisibilidad	11	11	Talisman			2	WALDO RETAMALES	Destruye una carta en juego que no sea Oro.	Primer Bloque	Espada Sagrada	
Ira Ignea	toolkit_2022_capa_de_invisibilidad	12	12	Talisman			3	MAURICIO HERRERA	Destruye un Aliado de fuerza 3 o menos. Puedes robar una carta.	Primer Bloque	Helenica	
Capa de Invisibilidad	toolkit_2022_capa_de_invisibilidad	13	13	Talisman			2	MAURICIO HERRERA	Cuando entra en juego una carta oponente que no sea Oro, puedes jugar Capa de Invisibilidad para barajar esa carta en el Mazo Castillo de su dueno.	Primer Bloque	Espada Sagrada	
El Gran Zeus	toolkit_2022_capa_de_invisibilidad	14	14	Aliado	Olimpico	5	5	MAURICIO HERRERA	El Gran Zeus es indestructible. En tu Fase de Vigilia, sólo una vez por turno, puedes robar hasta 2 cartas. Carta única.	Primer Bloque	Helenica	
Dragon Dorado	toolkit_2022_red_de_plata	1	15	Talisman			0	CHAMÁN	Cuando juegues Dragón Dorado, destiérralo. Anula una carta que no sea Oro. Carta Única.	Primer Bloque	Espada Sagrada	1
Gaitas	toolkit_2022_red_de_plata	2	16	Oro				WALDO RETAMALES	En la Fase Final, puedes agrupar esté Oro.	Primer Bloque	Hijos de Daana	
Totem de Nwyre	toolkit_2022_red_de_plata	3	17	Totem			3	GONZALO LOTITO	Paga 1 de Oro y roba una carta.	Primer Bloque	Espada Sagrada	
Forma de Toro	toolkit_2022_red_de_plata	4	18	Talisman			4	GONZALO LOTITO	Convierte todos los Oros que controles en Aliados de coste y fuerza 2 hasta la Fase Final. En la Fase Final, pon todos los Oros convertidos en tu Zona de Oro Pagado. Luego, destruye un Oro que controles.	Primer Bloque	Helenica	
Morir de Pie	toolkit_2022_red_de_plata	5	19	talisman			1	IKKITOUCH	Cuando juegues Morir de Pie, destiérralo. Sólo puedes jugar Morir de Pie si controlas dos o más Aliados de una misma Raza. Anula una carta oponente que no sea Oro ni Aliado.	Primer Bloque	Hijos de Daana	
Martillo Pesado	toolkit_2022_red_de_plata	6	20	Arma			3	MAURICIO HERRERA	Cuando Martillo Pesado entra en juego, puedes destruir una carta en juego que no sea Oro. El portador de Martillo Pesado gana 2 a la fuerza.	Primer Bloque	Hijos de Daana	1
Jinetes de Fuego	toolkit_2022_red_de_plata	7	21	talisman			2	MAURICIO HERRERA	Jinetes de Fuego no puede ser anulado. Tu oponente bota tres cartas de su Mazo Castillo. Puedes jugar esta carta si está en tu Cementerio, si lo haces debes desterrarla.	Primer Bloque	Dominios de Ra	
Carro Celta	toolkit_2022_red_de_plata	8	22	Arma			0	MAURICIO HERRERA	El portador de Carro Celta gana 4 a la fuerza. Si el portador de Carro Celta ataca, destierralo en la Fase Final. Carta Única.	Primer Bloque	Hijos de Daana	
Red de Plata	toolkit_2022_red_de_plata	9	23	talisman			2	MAURICIO HERRERA	Anula un Aliado oponente.	Primer Bloque	Hijos de Daana	
La Traicion de MacAlpin	toolkit_2022_red_de_plata	10	24	talisman			1	WALDO RETAMALES	Prevén que un Aliado que controles salga del juego.	Primer Bloque	Hijos de Daana	
Alas de Horus	toolkit_2022_red_de_plata	11	25	talisman			3	MAURICIO HERRERA	Baraja una carta en juego que no sea Oro.	Primer Bloque	Dominios de Ra	
Antropofagos	toolkit_2022_red_de_plata	12	26	talisman			4	MAURICIO HERRERA	Gana el control de un Aliado oponente y en la Fase Final debe ser destruido.	Primer Bloque	Helenica	
Despertar Oscuro	toolkit_2022_red_de_plata	13	27	talisman			3	MAURICIO HERRERA	En respuesta a tu Fase de Agrupación, puedes jugar Despertar Oscuro para robar 3 cartas y luego descartar 1 carta.	Primer Bloque	Hijos de Daana	
Rey Arturo Pendragon	toolkit_2022_red_de_plata	14	28	Aliado	Caballero	2	5	WALDO RETAMALES	Solo puedes tener en juego a un Rey Arturo Pendragón. Mientras esté en juego, tus Caballeros ganan + 1 a la fuerza y tu oponente bota 2 cartas en cada fase de agrupación. En respuesta a que sea destruido, puedes descartar 2 para salvarlo.	Primer Bloque	Espada Sagrada	
Gaitas	Leyendas_2	1	1	Oro				WALDO RETAMALES	En la Fase Final puedes agrupar este Oro.	Primer Bloque	Hijos de Daana	
Biblioteca Eterna	Leyendas_2	2	2	Oro				VENUS ASTUDILLO	En tu Fase de Vigilia, si Biblioteca Eterna está en tu Reserva de Oro, puedes desterrarla para robar 2 cartas.	Primer Bloque	Dominios de Ra	
Herrero	Leyendas_2	3	3	Oro				JUAN VÁSQUEZ	En tu Fase de Vigilia, puedes pagar a Herrero para generar 2 Oros para jugar Armas. Si Herrero fuese a perder su Habilidad, es Destruido.	Primer Bloque	Espada Sagrada	
Oseye	Leyendas_2	4	4	Aliado	Sacerdote	3	2	WALDO RETAMALES	Oseye no puede ser anulado. Puede atacar el turno que entra en juego. Puedes pagar el coste de Oseye para prevenir que sea destruido o desterrado y subirlo a tu mano.	Primer Bloque	Dominios de Ra	
